from,to,requires,notes
rm_sea_8_alt[105551],Mountainside Ruby Slippers,e_boss_face_stealers,TODO add boss logic/parsing
rm_sea_8[101609],rm_sea_new_0[106350],,
rm_sea_new_0[106350],rm_sea_new_0[106337],,
rm_sea_new_0[106350],rm_sea_new_0[106338],,
rm_sea_new_0[106350],rm_sea_new_0[106353],Grappling_Hook | ((Shotgun | Charge_Jump) + Rocket_Launcher),
rm_sea_new_0[106353],rm_sea_new_0[106337],Grappling_Hook | Shotgun | Rocket_Launcher | Sniper | precise_movement | Ruby_Slippers,
rm_sea_new_0[106353],rm_sea_new_0[106338],Grappling_Hook | Shotgun | Rocket_Launcher | Sniper | precise_movement | Ruby_Slippers,
rm_sea_new_0[106353],rm_sea_new_0[106350],Grappling_Hook | Shotgun | Rocket_Launcher | Sniper | precise_movement | Ruby_Slippers,
rm_sea_new_0[106337],rm_sea_new_0[106338],,
rm_sea_new_0[106337],rm_sea_new_0[106350],Grappling_Hook | Rocket_Launcher | Shotgun | ((Heavy_Ammo | Charge_Jump) + Sniper),
rm_sea_new_0[106337],rm_sea_new_0[106353],(Grappling_Hook | Rocket_Launcher | Shotgun | ((Heavy_Ammo | Charge_Jump) + Sniper)) + Grappling_Hook | ((Shotgun | Charge_Jump) + Rocket_Launcher),
rm_sea_new_0[106338],rm_sea_new_0[106337],,
rm_sea_new_0[106338],rm_sea_new_0[106350],Grappling_Hook | Rocket_Launcher | Shotgun | ((Heavy_Ammo | Charge_Jump) + Sniper),
rm_sea_new_0[106338],rm_sea_new_0[106353],(Grappling_Hook | Rocket_Launcher | Shotgun | ((Heavy_Ammo | Charge_Jump) + Sniper)) + Grappling_Hook | ((Shotgun | Charge_Jump) + Rocket_Launcher),
rm_sea_new_0[106353],rm_sea_new_0_alt[101714],,
rm_sea_new_0[106337],rm_sea_left_2[106762],,
rm_sea_new_0[106338],rm_sea_new_1[106356],,
rm_sea_new_0_alt[101714],rm_sea_new_0_alt[101713],Grappling_Hook | Rocket_Launcher | Shotgun | Sniper | Charge_Jump,
rm_sea_new_0_alt[101713],rm_sea_new_0_alt[101714],,
rm_sea_new_0_alt[101713],rm_sea_new_1_alt[101726],,
rm_sea_new_1_alt[101726],rm_sea_new_1_alt[101727],,
rm_sea_new_1_alt[101727],rm_sea_new_1_alt[101726],Grappling_Hook | Rocket_Launcher | (Shotgun + (Sniper | Heavy_Ammo | bunny_hopping)) | (Charge_Jump + (Shotgun | Sniper | damage_boost | Heavy_Ammo)) | (Heavy_Ammo + Sniper),
rm_sea_new_1_alt[101727],rm_sea_new_2_alt[106522],,
rm_sea_new_2_alt[106522],rm_sea_new_2_alt[106521],,
rm_sea_new_2_alt[106522],Mountainside Fae Silver (Top),,
rm_sea_new_2_alt[106521],rm_sea_new_2_alt[106522],,
rm_sea_new_2_alt[106521],Mountainside Fae Silver (Top),,
rm_sea_new_2_alt[106521],rm_sea_new_1[106357],,
rm_sea_new_1[106356],rm_sea_new_1[106355],,
rm_sea_new_1[106356],rm_sea_new_1[106358],,
rm_sea_new_1[106356],rm_sea_new_1[106357],(Shotgun + (Rocket_Launcher | Sniper)) | (Rocket_Launcher + Sniper) | (Heavy_Ammo + (Shotgun | Sniper | (Rocket_Launcher + Energy_Disruptor))),
rm_sea_new_1[106355],rm_sea_new_1[106356],,
rm_sea_new_1[106355],rm_sea_new_1[106358],,
rm_sea_new_1[106355],rm_sea_new_1[106357],(Shotgun + (Rocket_Launcher | Sniper)) | (Rocket_Launcher + Sniper) | (Heavy_Ammo + (Shotgun | Sniper | (Rocket_Launcher + Energy_Disruptor))),
rm_sea_new_1[106357],rm_sea_new_1[106356],,
rm_sea_new_1[106357],rm_sea_new_1[106355],,
rm_sea_new_1[106357],rm_sea_new_1[106358],,
rm_sea_new_1[106358],rm_sea_new_1[106356],,
rm_sea_new_1[106358],rm_sea_new_1[106355],,
rm_sea_new_1[106358],rm_sea_new_1[106357],(Shotgun + (Rocket_Launcher | Sniper)) | (Rocket_Launcher + Sniper) | (Heavy_Ammo + (Shotgun | Sniper | (Rocket_Launcher + Energy_Disruptor))),
rm_sea_new_1[106355],rm_sea_left_0[106679],,
rm_sea_new_1[106358],rm_sea_new_2[106374],,
rm_sea_new_2[106374],rm_sea_new_2[106375],,
rm_sea_new_2[106374],rm_sea_new_2[106376],,
rm_sea_new_2[106375],rm_sea_new_2[106374],,
rm_sea_new_2[106375],rm_sea_new_2[106376],,
rm_sea_new_2[106376],rm_sea_new_2[106374],,
rm_sea_new_2[106376],rm_sea_new_2[106375],,
rm_sea_new_2[106375],rm_sea_new_3[106443],,
rm_sea_new_2[106376],rm_sea_new_4[106420],,
rm_sea_new_4[106420],rm_sea_new_4[106419],,
rm_sea_new_4[106419],rm_sea_new_4[106420],Grappling_Hook_Upgrade | (Charge_Jump + Heavy_Ammo + (Shotgun | Rocket_Launcher | Sniper)) | (Heavy_Ammo + (Sniper | (Shotgun | Rocket_Launcher))),
rm_sea_new_4[106419],rm_sea_new_5[106500],,
rm_sea_new_5[106500],rm_sea_new_5[106501],,
rm_sea_new_5[106501],rm_sea_new_5[106500],,
rm_sea_new_5[106501],rm_sea_new_3_4[106534],,
rm_sea_new_3[106443],rm_sea_new_3[106442],,
rm_sea_new_3[106443],rm_sea_new_3[106444],e_rm_sea_new_3_target,
rm_sea_new_3[106442],rm_sea_new_3[106443],,
rm_sea_new_3[106442],rm_sea_new_3[106444],e_rm_sea_new_3_target,
rm_sea_new_3[106444],e_rm_sea_new_3_target,Grappling_Hook | Charge_Jump | Rocket_Launcher | (Shotgun + Sniper) | Grenade,
rm_sea_new_3[106444],rm_sea_new_3[106443],e_rm_sea_new_3_target + (Grappling_Hook | Charge_Jump | Rocket_Launcher | (Shotgun + Sniper)),
rm_sea_new_3[106444],rm_sea_new_3[106442],e_rm_sea_new_3_target + (Grappling_Hook | Charge_Jump | Rocket_Launcher | (Shotgun + Sniper)),
rm_sea_new_3[106442],rm_sea_new_3_2[106513],,
rm_sea_new_3[106444],rm_sea_new_3_4[106531],,
rm_sea_new_3_2[106513],rm_sea_new_3_2[106518],Grappling_Hook,
rm_sea_new_3_2[106518],rm_sea_new_3_2[106513],Grappling_Hook,
rm_sea_new_3_2[106518],rm_forest_boss_after_to_side[112133],,
rm_sea_new_3_4[106531],rm_sea_new_3_4[106534],,
rm_sea_new_3_4[106531],rm_sea_new_3_4[106532],,
rm_sea_new_3_4[106534],rm_sea_new_3_4[106531],,
rm_sea_new_3_4[106534],rm_sea_new_3_4[106532],,
rm_sea_new_3_4[106532],rm_sea_new_3_4[106531],,
rm_sea_new_3_4[106532],rm_sea_new_3_4[106534],,
rm_sea_new_3_4[106532],rm_sea_new_6[101481],,
rm_sea_new_6[101481],rm_sea_new_6[101482],Grappling_Hook | Rocket_Launcher | Shotgun | Sniper,
rm_sea_new_6[101482],rm_sea_new_6[101481],Grappling_Hook | Rocket_Launcher | Shotgun | Sniper,
rm_sea_new_6[101482],rm_sea_new_save_bot_alt[106539],,
rm_sea_new_save_bot_alt[106539],rm_sea_new_save_bot_alt[106540],,
rm_sea_new_save_bot_alt[106539],rm_sea_new_save_bot_alt[106541],e_rm_sea_new_save_bot_alt_target,
rm_sea_new_save_bot_alt[106539],rm_sea_new_save_bot_alt[106551],e_rm_sea_new_save_bot_alt_target,
rm_sea_new_save_bot_alt[106540],rm_sea_new_save_bot_alt[106539],,
rm_sea_new_save_bot_alt[106540],rm_sea_new_save_bot_alt[106541],e_rm_sea_new_save_bot_alt_target,
rm_sea_new_save_bot_alt[106540],rm_sea_new_save_bot_alt[106551],e_rm_sea_new_save_bot_alt_target,
rm_sea_new_save_bot_alt[106541],e_rm_sea_new_save_bot_alt_target,,
rm_sea_new_save_bot_alt[106541],rm_sea_new_save_bot_alt[106551],,
rm_sea_new_save_bot_alt[106541],rm_sea_new_save_bot_alt[106539],e_rm_sea_new_save_bot_alt_target,
rm_sea_new_save_bot_alt[106541],rm_sea_new_save_bot_alt[106540],e_rm_sea_new_save_bot_alt_target,
rm_sea_new_save_bot_alt[106551],e_rm_sea_new_save_bot_alt_target,,
rm_sea_new_save_bot_alt[106551],rm_sea_new_save_bot_alt[106541],,
rm_sea_new_save_bot_alt[106551],rm_sea_new_save_bot_alt[106539],e_rm_sea_new_save_bot_alt_target,
rm_sea_new_save_bot_alt[106551],rm_sea_new_save_bot_alt[106540],e_rm_sea_new_save_bot_alt_target,
rm_sea_new_save_bot_alt[106540],rm_sea_9[105560],,
rm_sea_new_save_bot_alt[106541],rm_sea_12[105635],,
rm_sea_new_save_bot_alt[106551],rm_sea_mid_save[105655],,
rm_sea_9[105560],rm_sea_9[105562],,
rm_sea_9[105562],rm_sea_9[105560],,
rm_sea_9[105562],rm_sea_10[105579],,
rm_sea_10[105579],rm_sea_10[105578],,
rm_sea_10[105578],rm_sea_10[105579],((Grappling_Hook + (Shotgun | Rocket_Launcher | Sniper)) | (Shotgun + Rocket_Launcher)) + ((Shotgun + (Rocket_Launcher | Sniper)) | (Rocket_Launcher + Sniper)),
rm_sea_10[105578],rm_sea_11[105624],,
rm_sea_11[105624],rm_sea_11[105622],Grappling_Hook | Rocket_Launcher | Shotgun,
rm_sea_11[105622],rm_sea_11[105624],Grappling_Hook | Rocket_Launcher,
rm_sea_11[105622],rm_sea_12[105634],,
rm_sea_12[105634],rm_sea_12[105635],,
rm_sea_12[105635],rm_sea_12[105634],,
rm_sea_mid_save[105655],rm_sea_mid_save[105656],,
rm_sea_mid_save[105655],rm_sea_mid_save[105657],,
rm_sea_mid_save[105656],rm_sea_mid_save[105655],,
rm_sea_mid_save[105656],rm_sea_mid_save[105657],,
rm_sea_mid_save[105657],rm_sea_mid_save[105655],,
rm_sea_mid_save[105657],rm_sea_mid_save[105656],,
rm_sea_mid_save[105656],rm_sea_mid_left_0[105662],,
rm_sea_mid_save[105657],rm_sea_mid_right_0[105744],,
rm_sea_mid_left_0[105662],rm_sea_mid_left_0[105661],,
rm_sea_mid_left_0[105662],rm_sea_mid_left_0[105664],,
rm_sea_mid_left_0[105662],rm_sea_mid_left_0[105663],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105662],rm_sea_mid_left_0[105665],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105661],rm_sea_mid_left_0[105662],,
rm_sea_mid_left_0[105661],rm_sea_mid_left_0[105664],,
rm_sea_mid_left_0[105661],rm_sea_mid_left_0[105663],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105661],rm_sea_mid_left_0[105665],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105664],rm_sea_mid_left_0[105661],,
rm_sea_mid_left_0[105664],rm_sea_mid_left_0[105662],,
rm_sea_mid_left_0[105664],rm_sea_mid_left_0[105663],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105664],rm_sea_mid_left_0[105665],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105663],e_rm_sea_mid_left_0_target,,
rm_sea_mid_left_0[105663],rm_sea_mid_left_0[105665],,
rm_sea_mid_left_0[105663],rm_sea_mid_left_0[105661],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105663],rm_sea_mid_left_0[105662],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105663],rm_sea_mid_left_0[105664],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105665],e_rm_sea_mid_left_0_target,,
rm_sea_mid_left_0[105665],rm_sea_mid_left_0[105663],,
rm_sea_mid_left_0[105665],rm_sea_mid_left_0[105661],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105665],rm_sea_mid_left_0[105662],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105665],rm_sea_mid_left_0[105664],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105661],rm_sea_mid_left_1[105696],,
rm_sea_mid_left_1[105696],Mountainside Fae Silver (Bottom),Grappling_Hook,
rm_sea_mid_right_0[105744],rm_sea_mid_right_0[105745],,
rm_sea_mid_right_0[105745],rm_sea_mid_right_0[105744],,
rm_sea_mid_right_0[105745],rm_sea_mid_right_1[105760],,
rm_sea_mid_left_0[105664],rm_sea_mid_setpice[105740],,
rm_sea_mid_setpice[105740],rm_sea_mid_setpice[105741],,
rm_sea_mid_setpice[105741],rm_sea_mid_setpice[105740],,
rm_sea_mid_setpice[105741],rm_sea_mid_right_1[105759],,
rm_sea_mid_right_1[105759],rm_sea_mid_right_1[105760],,
rm_sea_mid_right_1[105759],rm_sea_mid_right_1[105758],,
rm_sea_mid_right_1[105759],rm_sea_mid_right_1[105788],e_rm_sea_mid_right_1_target,
rm_sea_mid_right_1[105759],Mountainside Flag,e_rm_sea_mid_right_1_target,
rm_sea_mid_right_1[105760],rm_sea_mid_right_1[105759],,
rm_sea_mid_right_1[105760],rm_sea_mid_right_1[105758],,
rm_sea_mid_right_1[105760],rm_sea_mid_right_1[105788],e_rm_sea_mid_right_1_target,
rm_sea_mid_right_1[105760],Mountainside Flag,e_rm_sea_mid_right_1_target,
rm_sea_mid_right_1[105758],rm_sea_mid_right_1[105759],Grappling_Hook | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_sea_mid_right_1[105758],rm_sea_mid_right_1[105760],Grappling_Hook | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_sea_mid_right_1[105758],rm_sea_mid_right_1[105788],e_rm_sea_mid_right_1_target,
rm_sea_mid_right_1[105758],Mountainside Flag,e_rm_sea_mid_right_1_target,
rm_sea_mid_right_1[105788],e_rm_sea_mid_right_1_target,,
rm_sea_mid_right_1[105788],rm_sea_mid_right_1[105758],e_rm_sea_mid_right_1_target,
rm_sea_mid_right_1[105788],rm_sea_mid_right_1[105759],e_rm_sea_mid_right_1_target + (Grappling_Hook | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper))),
rm_sea_mid_right_1[105788],rm_sea_mid_right_1[105760],e_rm_sea_mid_right_1_target + (Grappling_Hook | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper))),
rm_sea_mid_right_1[105788],Mountainside Flag,,
rm_sea_mid_right_1[105758],rm_sea_mid_0[101505],,
rm_sea_mid_0[101505],rm_sea_mid_0[101502],Grappling_Hook,
rm_sea_mid_0[101502],rm_sea_mid_0[101505],(Grappling_Hook_Upgrade + (Shotgun | Rocket_Launcher | Sniper)) | (Grappling_Hook + Shotgun),
rm_sea_mid_0[101502],rm_sea_mid_1[105831],,
rm_sea_mid_1[105831],rm_sea_mid_1[105832],precise_movement | Ruby_Slippers | Grappling_Hook | Shotgun | Rocket_Launcher | Sniper | Heavy_Ammo,
rm_sea_mid_1[105832],rm_sea_mid_1[105831],,
rm_sea_mid_1[105832],rm_sea_mid_left_0[105663],,
rm_sea_mid_left_0[105665],rm_sea_to_boss_0[105888],,
rm_sea_to_boss_0[105888],rm_sea_to_boss_0[105887],,
rm_sea_to_boss_0[105888],rm_sea_to_boss_0[105889],,
rm_sea_to_boss_0[105887],rm_sea_to_boss_0[105888],,
rm_sea_to_boss_0[105887],rm_sea_to_boss_0[105889],,
rm_sea_to_boss_0[105889],rm_sea_to_boss_0[105888],,
rm_sea_to_boss_0[105889],rm_sea_to_boss_0[105887],,
rm_sea_to_boss_0[105887],rm_sea_mid_2_alt[105872],,
rm_sea_to_boss_0[105889],rm_sea_to_boss_1[106051],,
rm_sea_mid_2_alt[105872],Mountainside Energy Refiner,Grappling_Hook | (Charge_Jump + ((Shotgun + (Rocket_Launcher | Sniper)) | (Rocket_Launcher + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)))),
rm_sea_to_boss_1[106051],rm_sea_to_boss_1[106062],Grappling_Hook | Charge_Jump | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_sea_to_boss_1[106051],rm_sea_to_boss_1[106052],,
rm_sea_to_boss_1[106051],rm_sea_to_boss_1[106059],,
rm_sea_to_boss_1[106052],rm_sea_to_boss_1[106059],,
rm_sea_to_boss_1[106052],rm_sea_to_boss_1[106051],Grappling_Hook | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_sea_to_boss_1[106052],rm_sea_to_boss_1[106062],Grappling_Hook | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_sea_to_boss_1[106059],rm_sea_to_boss_1[106051],Grappling_Hook | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_sea_to_boss_1[106059],rm_sea_to_boss_1[106062],Grappling_Hook | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_sea_to_boss_1[106059],rm_sea_to_boss_1[106052],,
rm_sea_to_boss_1[106062],rm_sea_to_boss_1[106059],,
rm_sea_to_boss_1[106062],rm_sea_to_boss_1[106052],,
rm_sea_to_boss_1[106062],rm_sea_to_boss_1[106051],Grappling_Hook | Rocket_Launcher | Shotgun | Sniper | (Grenade + grenade_boost),
rm_sea_to_boss_1[106052],rm_sea_extra_0[105895],,
rm_sea_to_boss_1[106059],rm_sea_to_boss_2[106140],,
rm_sea_to_boss_1[106062],rm_sea_to_boss_save[106796],,
rm_sea_extra_0[105895],rm_sea_extra_0[105892],Grappling_Hook,
rm_sea_extra_0[105892],rm_sea_extra_0[105895],Grappling_Hook_Upgrade,
rm_sea_extra_0[105892],rm_sea_extra_1[105904],,
rm_sea_extra_1[105904],rm_sea_extra_1[105905],Grappling_Hook,
rm_sea_extra_1[105905],rm_sea_extra_1[105904],Grappling_Hook_Upgrade,
rm_sea_extra_1[105905],rm_sea_extra_2[106045],,
rm_sea_extra_2[106045],rm_sea_extra_2[106046],Grappling_Hook,
rm_sea_extra_2[106045],Mountainside HP UP,Grappling_Hook,
rm_sea_extra_2[106046],rm_sea_mid_right_1[105788],,
rm_sea_to_boss_2[106140],rm_sea_to_boss_2[106139],Grappling_Hook | Rocket_Launcher | Shotgun | Sniper,
rm_sea_to_boss_2[106139],rm_sea_to_boss_2[106140],,
rm_sea_to_boss_2[106139],rm_sea_to_boss_3[106076],,
rm_sea_to_boss_3[106076],rm_sea_to_boss_3[106075],Grappling_Hook,
rm_sea_to_boss_3[106075],rm_sea_to_boss_3[106076],Grappling_Hook | Shotgun,
rm_sea_to_boss_3[106075],rm_sea_to_boss_save[106794],,
rm_sea_to_boss_save[106794],e_rm_sea_to_boss_save,,
rm_sea_to_boss_save[106794],rm_sea_to_boss_save[106795],,
rm_sea_to_boss_save[106794],rm_sea_to_boss_save[106796],e_rm_sea_to_boss_save,
rm_sea_to_boss_save[106795],e_rm_sea_to_boss_save,,
rm_sea_to_boss_save[106795],rm_sea_to_boss_save[106794],,
rm_sea_to_boss_save[106795],rm_sea_to_boss_save[106796],e_rm_sea_to_boss_save,
rm_sea_to_boss_save[106796],rm_sea_to_boss_save[106794],e_rm_sea_to_boss_save,
rm_sea_to_boss_save[106796],rm_sea_to_boss_save[106795],e_rm_sea_to_boss_save,
rm_sea_to_boss_save[106795],rm_sea_boss[106279],,
rm_sea_boss[106279],rm_sea_boss[106283],,TODO boss logic
rm_sea_boss[106283],rm_sea_boss[106279],,TODO boss logic
rm_sea_boss[106283],rm_lake_0[106807],,
rm_lake_0[106807],rm_lake_0[106808],e_rm_lake_0_target,
rm_lake_0[106807],rm_lake_0[106806],e_rm_lake_0_target,
rm_lake_0[106807],e_rm_lake_0_target,,
rm_lake_0[106808],rm_lake_0[106807],e_rm_lake_0_target,
rm_lake_0[106808],rm_lake_0[106806],,
rm_lake_0[106806],rm_lake_0[106808],,
rm_lake_0[106806],rm_lake_0[106807],e_rm_lake_0_target,
rm_lake_0[106808],rm_pipe_0[107514],,
rm_lake_0[106806],rm_lake_1[106831],,
rm_lake_1[106831],rm_lake_1[106833],,
rm_lake_1[106831],rm_lake_1[106835],,
rm_lake_1[106833],rm_lake_1[106831],,
rm_lake_1[106833],rm_lake_1[106835],,
rm_lake_1[106835],rm_lake_1[106831],,
rm_lake_1[106835],rm_lake_1[106833],,
rm_lake_1[106835],rm_lake_save_0[106985],,
rm_lake_1[106833],rm_lake_under_0[104727],,
rm_lake_under_0[104727],rm_lake_under_0[104728],,
rm_lake_under_0[104728],rm_lake_under_0[104727],,
rm_lake_under_0[104728],rm_lake_under_1[104748],,
rm_lake_under_1[104748],rm_lake_under_1[104749],,
rm_lake_under_1[104749],rm_lake_under_1[104748],,
rm_lake_under_1[104749],rm_lake_under_2[104771],,
rm_lake_under_2[104771],rm_lake_under_2[104772],,
rm_lake_under_2[104771],rm_lake_under_2[104778],e_rm_lake_under_2_target,
rm_lake_under_2[104772],rm_lake_under_2[104771],,
rm_lake_under_2[104772],rm_lake_under_2[104778],e_rm_lake_under_2_target,
rm_lake_under_2[104778],e_rm_lake_under_2_target,,
rm_lake_under_2[104778],rm_lake_under_2[104771],e_rm_lake_under_2_target,
rm_lake_under_2[104778],rm_lake_under_2[104772],e_rm_lake_under_2_target,
rm_lake_under_2[104778],rm_lake_under_7[104884],,
rm_lake_under_2[104772],rm_lake_under_3[106963],,
rm_lake_under_3[106963],rm_lake_under_3[106964],,
rm_lake_under_3[106964],rm_lake_under_3[106963],Grappling_Hook | Charge_Jump | Shotgun | Rocket_Launcher | Sniper | (Grenade + grenade_boost),
rm_lake_under_3[106964],rm_lake_save_0[106967],,
rm_lake_save_0[106967],rm_lake_save_0[106988],e_rm_lake_save_0_target + (Charge_Jump | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper))),
rm_lake_save_0[106967],rm_lake_save_0[106986],e_rm_lake_save_0_target,
rm_lake_save_0[106967],rm_lake_save_0[106985],e_rm_lake_save_0_target,
rm_lake_save_0[106967],e_rm_lake_save_0_target,,
rm_lake_save_0[106985],rm_lake_save_0[106986],e_rm_lake_save_0_target,
rm_lake_save_0[106985],rm_lake_save_0[106967],e_rm_lake_save_0_target,
rm_lake_save_0[106985],rm_lake_save_0[106988],Charge_Jump | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_lake_save_0[106988],rm_lake_save_0[106985],,
rm_lake_save_0[106988],rm_lake_save_0[106986],e_rm_lake_save_0_target,
rm_lake_save_0[106988],rm_lake_save_0[106967],e_rm_lake_save_0_target,
rm_lake_save_0[106986],rm_lake_save_0[106985],e_rm_lake_save_0_target,
rm_lake_save_0[106986],rm_lake_save_0[106967],e_rm_lake_save_0_target,
rm_lake_save_0[106986],rm_lake_save_0[106988],e_rm_lake_save_0_target + (Charge_Jump | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper))),
rm_lake_save_0[106988],rm_lake_hidden_0[107901],,
rm_lake_save_0[106986],rm_lake_2[106940],,
rm_lake_2[106940],rm_lake_2[106941],,
rm_lake_2[106941],rm_lake_2[106940],,
rm_lake_2[106941],rm_lake_3[106950],,
rm_lake_3[106950],rm_lake_3[106951],,
rm_lake_3[106951],rm_lake_3[106950],,
rm_lake_3[106951],rm_lake_under_3_alt[104790],,
rm_lake_under_3_alt[104790],rm_lake_under_3_alt[104791],,
rm_lake_under_3_alt[104790],rm_lake_under_3_alt[104800],e_rm_lake_under_3_alt_target,
rm_lake_under_3_alt[104800],e_rm_lake_under_3_alt_target,,
rm_lake_under_3_alt[104800],rm_lake_under_3_alt[104790],e_rm_lake_under_3_alt_target,
rm_lake_under_3_alt[104800],rm_lake_under_3_alt[104791],e_rm_lake_under_3_alt_target,
rm_lake_under_3_alt[104791],rm_lake_under_3_alt[104790],,
rm_lake_under_3_alt[104791],rm_lake_under_3_alt[104800],e_rm_lake_under_3_alt_target,
rm_lake_under_3_alt[104800],rm_lake_under_11[106937],,
rm_lake_under_3_alt[104791],rm_lake_under_4[104808],,
rm_lake_under_4[104808],rm_lake_under_4[104809],,
rm_lake_under_4[104809],rm_lake_under_4[104808],,
rm_lake_under_4[104809],rm_lake_under_5[104833],,
rm_lake_under_5[104833],rm_lake_under_5[104829],,
rm_lake_under_5[104829],rm_lake_under_5[104833],,
rm_lake_under_5[104829],rm_lake_under_7[104881],,
rm_lake_under_7[104881],rm_lake_under_7[104884],,
rm_lake_under_7[104881],rm_lake_under_7[104885],,
rm_lake_under_7[104881],rm_lake_under_7[104882],,
rm_lake_under_7[104884],rm_lake_under_7[104882],,
rm_lake_under_7[104884],rm_lake_under_7[104885],Rocket_Launcher | (Sniper + Shotgun) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_lake_under_7[104884],rm_lake_under_7[104881],Grappling_Hook | Charge_Jump | Rocket_Launcher | (Sniper + Shotgun) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_lake_under_7[104885],rm_lake_under_7[104882],,
rm_lake_under_7[104885],rm_lake_under_7[104884],Rocket_Launcher | (Shotgun + Sniper),
rm_lake_under_7[104885],rm_lake_under_7[104881],(Shotgun + (Rocket_Launcher | Sniper)) | (Rocket_Launcher + Sniper),
rm_lake_under_7[104882],rm_lake_under_7[104884],Rocket_Launcher | Shotgun | Sniper | Grappling_Hook,
rm_lake_under_7[104882],rm_lake_under_7[104885],Charge_Jump | Grappling_Hook | Rocket_Launcher | Shotgun | Sniper,
rm_lake_under_7[104882],rm_lake_under_7[104881],((Rocket_Launcher | Shotgun | Sniper | Grappling_Hook) + (Grappling_Hook | Charge_Jump | Rocket_Launcher | (Sniper + Shotgun) | (Heavy_Ammo + (Shotgun | Sniper)))) | ((Charge_Jump | Grappling_Hook | Rocket_Launcher | Shotgun | Sniper) + ((Shotgun + (Rocket_Launcher | Sniper)) | (Rocket_Launcher + Sniper))),
rm_lake_under_7[104885],rm_lake_hidden_2[107915],,
rm_lake_hidden_2[107915],Lake Rocket Launcher,Grappling_Hook | Shotgun | Rocket_Launcher | Sniper,
rm_lake_under_7[104882],rm_lake_under_8[104891],,
rm_lake_under_8[104891],rm_lake_under_8[104889],,
rm_lake_under_8[104891],rm_lake_under_8[104890],,
rm_lake_under_8[104889],rm_lake_under_8[104890],,
rm_lake_under_8[104889],rm_lake_under_8[104891],Charge_Jump | Grappling_Hook | Rocket_Launcher | Shotgun | Sniper,
rm_lake_under_8[104890],rm_lake_under_8[104889],,
rm_lake_under_8[104890],rm_lake_under_8[104891],Charge_Jump | Grappling_Hook | Rocket_Launcher | Shotgun | Sniper,
rm_lake_under_8[104889],rm_lake_under_8_alt[109536],,
rm_lake_under_8[104890],rm_lake_under_9[104912],,
rm_lake_under_9[104912],rm_lake_under_9[104913],,
rm_lake_under_9[104912],rm_lake_under_9[104948],,
rm_lake_under_9[104913],rm_lake_under_9[104912],,
rm_lake_under_9[104913],rm_lake_under_9[104948],,
rm_lake_under_9[104948],rm_lake_under_9[104912],,
rm_lake_under_9[104948],rm_lake_under_9[104913],,
rm_lake_under_9[104948],rm_lake_hidden_1[107912],,
rm_lake_hidden_1[107912],Lake Fae Silver (Left),,
rm_lake_under_9[104913],rm_lake_under_10[106922],,
rm_lake_under_10[106922],rm_lake_under_10[106921],,
rm_lake_under_10[106921],rm_lake_under_10[106922],,
rm_lake_under_10[106921],rm_lake_under_11[106932],,
rm_lake_under_11[106932],rm_lake_under_11[106933],Grappling_Hook | Charge_Jump | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_lake_under_11[106932],rm_lake_under_11[106937],Grappling_Hook | Charge_Jump | Rocket_Launcher | (Shotgun + Sniper) | (Heavy_Ammo + (Shotgun | Sniper)),
rm_lake_under_11[106933],rm_lake_under_11[106932],,
rm_lake_under_11[106933],rm_lake_under_11[106937],,
