from,to,requires,notes
rm_sea_mid_left_0[105664],rm_sea_mid_left_0[105665],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105663],e_rm_sea_mid_left_0_target,,
rm_sea_mid_left_0[105663],rm_sea_mid_left_0[105665],,
rm_sea_mid_left_0[105663],rm_sea_mid_left_0[105661],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105663],rm_sea_mid_left_0[105662],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105663],rm_sea_mid_left_0[105664],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105665],e_rm_sea_mid_left_0_target,,
rm_sea_mid_left_0[105665],rm_sea_mid_left_0[105663],,
rm_sea_mid_left_0[105665],rm_sea_mid_left_0[105661],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105665],rm_sea_mid_left_0[105662],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105665],rm_sea_mid_left_0[105664],e_rm_sea_mid_left_0_target,
rm_sea_mid_left_0[105661],rm_sea_mid_left_1[105696],,
rm_sea_mid_left_1[105696],Mountainside Fae Silver (Bottom),Jump{1},
rm_sea_mid_right_0[105744],rm_sea_mid_right_0[105745],,
rm_sea_mid_right_0[105745],rm_sea_mid_right_0[105744],,
rm_sea_mid_right_0[105745],rm_sea_mid_right_1[105760],,
rm_sea_mid_left_0[105664],rm_sea_mid_setpice[105740],,
rm_sea_mid_setpice[105740],rm_sea_mid_setpice[105741],,
rm_sea_mid_setpice[105741],rm_sea_mid_setpice[105740],,
rm_sea_mid_setpice[105741],rm_sea_mid_right_1[105759],,
rm_sea_mid_right_1[105759],rm_sea_mid_right_1[105760],,
rm_sea_mid_right_1[105759],rm_sea_mid_right_1[105758],,
rm_sea_mid_right_1[105759],rm_sea_mid_right_1[105788],e_rm_sea_mid_right_1_target,
rm_sea_mid_right_1[105759],Mountainside Flag,e_rm_sea_mid_right_1_target,
rm_sea_mid_right_1[105760],rm_sea_mid_right_1[105759],,
rm_sea_mid_right_1[105760],rm_sea_mid_right_1[105758],,
rm_sea_mid_right_1[105760],rm_sea_mid_right_1[105788],e_rm_sea_mid_right_1_target,
rm_sea_mid_right_1[105760],Mountainside Flag,e_rm_sea_mid_right_1_target,
rm_sea_mid_right_1[105758],rm_sea_mid_right_1[105759],Jump{1},>T?
rm_sea_mid_right_1[105758],rm_sea_mid_right_1[105760],Jump{1},
rm_sea_mid_right_1[105758],rm_sea_mid_right_1[105788],e_rm_sea_mid_right_1_target,
rm_sea_mid_right_1[105758],Mountainside Flag,e_rm_sea_mid_right_1_target,
rm_sea_mid_right_1[105788],e_rm_sea_mid_right_1_target,,
rm_sea_mid_right_1[105788],rm_sea_mid_right_1[105758],e_rm_sea_mid_right_1_target,
rm_sea_mid_right_1[105788],rm_sea_mid_right_1[105759],e_rm_sea_mid_right_1_target + (Jump{1}),
rm_sea_mid_right_1[105788],rm_sea_mid_right_1[105760],e_rm_sea_mid_right_1_target + (Jump{1}),
rm_sea_mid_right_1[105788],Mountainside Flag,,
rm_sea_mid_right_1[105758],rm_sea_mid_0[101505],,
rm_sea_mid_0[101505],rm_sea_mid_0[101502],Jump{1},
rm_sea_mid_0[101502],rm_sea_mid_0[101505],Jump{3} | (Jump{2} + Heavy_Ammo),
rm_sea_mid_0[101502],rm_sea_mid_1[105831],,
rm_sea_mid_1[105831],rm_sea_mid_1[105832],precise_movement | Ruby_Slippers | Jump{1} | Heavy_Ammo,R>L
rm_sea_mid_1[105832],rm_sea_mid_1[105831],,
rm_sea_mid_1[105832],rm_sea_mid_left_0[105663],,
rm_sea_mid_left_0[105665],rm_sea_to_boss_0[105888],,
rm_sea_to_boss_0[105888],rm_sea_to_boss_0[105887],,
rm_sea_to_boss_0[105888],rm_sea_to_boss_0[105889],,
rm_sea_to_boss_0[105887],rm_sea_to_boss_0[105888],,
rm_sea_to_boss_0[105887],rm_sea_to_boss_0[105889],,
rm_sea_to_boss_0[105889],rm_sea_to_boss_0[105888],,
rm_sea_to_boss_0[105889],rm_sea_to_boss_0[105887],,
rm_sea_to_boss_0[105887],rm_sea_mid_2_alt[105872],,
rm_sea_to_boss_0[105889],rm_sea_to_boss_1[106051],,106051:T  106062:L  106052:R  106059:B
rm_sea_mid_2_alt[105872],Mountainside Energy Refiner,Jump{3} | (Heavy_Ammo + Jump{2}),
rm_sea_to_boss_1[106051],rm_sea_to_boss_1[106062],Jump{1} | Charge_Jump,T>L
rm_sea_to_boss_1[106051],rm_sea_to_boss_1[106052],,
rm_sea_to_boss_1[106051],rm_sea_to_boss_1[106059],,
rm_sea_to_boss_1[106052],rm_sea_to_boss_1[106059],,
rm_sea_to_boss_1[106052],rm_sea_to_boss_1[106051],Heavy_Ammo | Jump{1},R>T
rm_sea_to_boss_1[106052],rm_sea_to_boss_1[106062],Jump{1},R>L
rm_sea_to_boss_1[106059],rm_sea_to_boss_1[106051],Heavy_Ammo | Jump{1},B>T
rm_sea_to_boss_1[106059],rm_sea_to_boss_1[106062],Jump{1},B>L
rm_sea_to_boss_1[106059],rm_sea_to_boss_1[106052],,
rm_sea_to_boss_1[106062],rm_sea_to_boss_1[106059],,
rm_sea_to_boss_1[106062],rm_sea_to_boss_1[106052],,
rm_sea_to_boss_1[106062],rm_sea_to_boss_1[106051],Heavy_Ammo | Jump{1} | Charge_Jump,L>T
rm_sea_to_boss_1[106052],rm_sea_extra_0[105895],,
rm_sea_to_boss_1[106059],rm_sea_to_boss_2[106140],,
rm_sea_to_boss_1[106062],rm_sea_to_boss_save[106796],,
rm_sea_extra_0[105895],rm_sea_extra_0[105892],Jump{3} | (Jump{2} + Heavy_Ammo),L>R
rm_sea_extra_0[105892],rm_sea_extra_0[105895],Jump{3} | (Jump{2} + Heavy_Ammo),R>L
rm_sea_extra_0[105892],rm_sea_extra_1[105904],,
rm_sea_extra_1[105904],rm_sea_extra_1[105905],Jump{3} | (Jump{2} + Heavy_Ammo),L>R
rm_sea_extra_1[105905],rm_sea_extra_1[105904],Jump{3} | (Jump{2} + Heavy_Ammo),R>L
rm_sea_extra_1[105905],rm_sea_extra_2[106045],,
rm_sea_extra_2[106045],rm_sea_extra_2[106046],Jump{4} | (Jump{2} + Heavy_Ammo),
rm_sea_extra_2[106045],Mountainside HP UP,Jump{4} | (Jump{2} + Heavy_Ammo),
rm_sea_extra_2[106046],rm_sea_mid_right_1[105788],,
rm_sea_to_boss_2[106140],rm_sea_to_boss_2[106139],Jump{1},
rm_sea_to_boss_2[106139],rm_sea_to_boss_2[106140],Jump{1} | Heavy_Ammo,
rm_sea_to_boss_2[106139],rm_sea_to_boss_3[106076],,
rm_sea_to_boss_3[106076],rm_sea_to_boss_3[106075],Jump{2} | (Jump{1} + Heavy_Ammo),R>T
rm_sea_to_boss_3[106075],rm_sea_to_boss_3[106076],Jump{1} | Heavy_Ammo,T>R
rm_sea_to_boss_3[106075],rm_sea_to_boss_save[106794],,
rm_sea_to_boss_save[106794],e_rm_sea_to_boss_save,,
rm_sea_to_boss_save[106794],rm_sea_to_boss_save[106795],,
rm_sea_to_boss_save[106794],rm_sea_to_boss_save[106796],e_rm_sea_to_boss_save,
rm_sea_to_boss_save[106795],e_rm_sea_to_boss_save,,
rm_sea_to_boss_save[106795],rm_sea_to_boss_save[106794],,
rm_sea_to_boss_save[106795],rm_sea_to_boss_save[106796],e_rm_sea_to_boss_save,
rm_sea_to_boss_save[106796],rm_sea_to_boss_save[106794],e_rm_sea_to_boss_save,
rm_sea_to_boss_save[106796],rm_sea_to_boss_save[106795],e_rm_sea_to_boss_save,
rm_sea_to_boss_save[106795],rm_sea_boss[106279],,106279:R
rm_sea_boss[106279],rm_sea_boss[106283],e_boss_freia,
rm_sea_boss[106279],Mountainside Titania Piece,e_boss_freia,
rm_sea_boss[106279],e_boss_freia,,boss kills dont require upgrades
rm_sea_boss[106283],rm_sea_boss[106279],e_boss_freia,
rm_sea_boss[106283],Mountainside Titania Piece,e_boss_freia,
rm_sea_boss[106283],e_boss_freia,,boss kills dont require upgrades
rm_sea_boss[106283],rm_lake_0[106807],,
rm_lake_0[106807],rm_lake_0[106808],e_rm_lake_0_target,
rm_lake_0[106807],rm_lake_0[106806],e_rm_lake_0_target,
rm_lake_0[106807],e_rm_lake_0_target,,
rm_lake_0[106808],rm_lake_0[106807],e_rm_lake_0_target,
rm_lake_0[106808],rm_lake_0[106806],,
rm_lake_0[106806],rm_lake_0[106808],,
rm_lake_0[106806],rm_lake_0[106807],e_rm_lake_0_target,
rm_lake_0[106808],rm_pipe_0[107514],,
rm_lake_0[106806],rm_lake_1[106831],,
rm_lake_1[106831],rm_lake_1[106833],,
rm_lake_1[106831],rm_lake_1[106835],,
rm_lake_1[106833],rm_lake_1[106831],,
rm_lake_1[106833],rm_lake_1[106835],,
rm_lake_1[106835],rm_lake_1[106831],,
rm_lake_1[106835],rm_lake_1[106833],,
rm_lake_1[106835],rm_lake_save_0[106985],,
rm_lake_1[106833],rm_lake_under_0[104727],,
rm_lake_under_0[104727],rm_lake_under_0[104728],,
rm_lake_under_0[104728],rm_lake_under_0[104727],,
rm_lake_under_0[104728],rm_lake_under_1[104748],,
rm_lake_under_1[104748],rm_lake_under_1[104749],,
rm_lake_under_1[104749],rm_lake_under_1[104748],,
rm_lake_under_1[104749],rm_lake_under_2[104771],,
rm_lake_under_2[104771],rm_lake_under_2[104772],,
rm_lake_under_2[104771],rm_lake_under_2[104778],e_rm_lake_under_2_target,
rm_lake_under_2[104772],rm_lake_under_2[104771],,
rm_lake_under_2[104772],rm_lake_under_2[104778],e_rm_lake_under_2_target,
rm_lake_under_2[104778],e_rm_lake_under_2_target,,
rm_lake_under_2[104778],rm_lake_under_2[104771],e_rm_lake_under_2_target,
rm_lake_under_2[104778],rm_lake_under_2[104772],e_rm_lake_under_2_target,
rm_lake_under_2[104778],rm_lake_under_7[104884],,
rm_lake_under_2[104772],rm_lake_under_3[106963],,
rm_lake_under_3[106963],rm_lake_under_3[106964],,
rm_lake_under_3[106964],rm_lake_under_3[106963],Charge_Jump | Jump{1} | Heavy_Ammo,
rm_lake_under_3[106964],rm_lake_save_0[106967],,
rm_lake_save_0[106967],rm_lake_save_0[106988],e_rm_lake_save_0_target + (Charge_Jump | Jump{1}),
rm_lake_save_0[106967],rm_lake_save_0[106986],e_rm_lake_save_0_target,
rm_lake_save_0[106967],rm_lake_save_0[106985],e_rm_lake_save_0_target,
rm_lake_save_0[106967],e_rm_lake_save_0_target,,
rm_lake_save_0[106985],rm_lake_save_0[106986],e_rm_lake_save_0_target,
rm_lake_save_0[106985],rm_lake_save_0[106967],e_rm_lake_save_0_target,
rm_lake_save_0[106985],rm_lake_save_0[106988],Charge_Jump | Jump{1},
rm_lake_save_0[106988],rm_lake_save_0[106985],,
rm_lake_save_0[106988],rm_lake_save_0[106986],e_rm_lake_save_0_target,
rm_lake_save_0[106988],rm_lake_save_0[106967],e_rm_lake_save_0_target,
rm_lake_save_0[106986],rm_lake_save_0[106985],e_rm_lake_save_0_target,
rm_lake_save_0[106986],rm_lake_save_0[106967],e_rm_lake_save_0_target,
rm_lake_save_0[106986],rm_lake_save_0[106988],e_rm_lake_save_0_target + (Charge_Jump | Jump{1}),
rm_lake_save_0[106988],rm_lake_hidden_0[107901],,
rm_lake_save_0[106986],rm_lake_2[106940],,
rm_lake_2[106940],rm_lake_2[106941],,
rm_lake_2[106941],rm_lake_2[106940],,
rm_lake_2[106941],rm_lake_3[106950],,
rm_lake_3[106950],rm_lake_3[106951],,
rm_lake_3[106951],rm_lake_3[106950],,
rm_lake_3[106951],rm_lake_under_3_alt[104790],,
rm_lake_under_3_alt[104790],rm_lake_under_3_alt[104791],,
rm_lake_under_3_alt[104790],rm_lake_under_3_alt[104800],e_rm_lake_under_3_alt_target,
rm_lake_under_3_alt[104800],e_rm_lake_under_3_alt_target,,
rm_lake_under_3_alt[104800],rm_lake_under_3_alt[104790],e_rm_lake_under_3_alt_target,
rm_lake_under_3_alt[104800],rm_lake_under_3_alt[104791],e_rm_lake_under_3_alt_target,
rm_lake_under_3_alt[104791],rm_lake_under_3_alt[104790],,
rm_lake_under_3_alt[104791],rm_lake_under_3_alt[104800],e_rm_lake_under_3_alt_target,
rm_lake_under_3_alt[104800],rm_lake_under_11[106937],,
rm_lake_under_3_alt[104791],rm_lake_under_4[104808],,
rm_lake_under_4[104808],rm_lake_under_4[104809],,
rm_lake_under_4[104809],rm_lake_under_4[104808],,
rm_lake_under_4[104809],rm_lake_under_5[104833],,
rm_lake_under_5[104833],rm_lake_under_5[104829],,
rm_lake_under_5[104829],rm_lake_under_5[104833],,
rm_lake_under_5[104829],rm_lake_under_7[104881],,
rm_lake_under_7[104881],rm_lake_under_7[104884],,
rm_lake_under_7[104881],rm_lake_under_7[104885],,
rm_lake_under_7[104881],rm_lake_under_7[104882],,
rm_lake_under_7[104884],rm_lake_under_7[104882],,104881:T  104884:L  104885:R  104882:B
rm_lake_under_7[104884],rm_lake_under_7[104885],Jump{1} | Heavy_Ammo,L>R
rm_lake_under_7[104884],rm_lake_under_7[104881],Charge_Jump | Jump{1},L>T
rm_lake_under_7[104885],rm_lake_under_7[104882],,
rm_lake_under_7[104885],rm_lake_under_7[104884],Jump{2} | (Jump{1} + Heavy_Ammo),R>L
rm_lake_under_7[104885],rm_lake_under_7[104881],Jump{2} | (Jump{1} + Heavy_Ammo),R>T
rm_lake_under_7[104882],rm_lake_under_7[104884],Jump{1} | Heavy_Ammo,B>L
rm_lake_under_7[104882],rm_lake_under_7[104885],,B>R free?
rm_lake_under_7[104882],rm_lake_under_7[104881],Charge_Jump | Jump{1},B>T
rm_lake_under_7[104885],rm_lake_hidden_2[107915],,
rm_lake_hidden_2[107915],Lake Rocket Launcher,Jump{1},
rm_lake_under_7[104882],rm_lake_under_8[104891],,
rm_lake_under_8[104891],rm_lake_under_8[104889],,
rm_lake_under_8[104891],rm_lake_under_8[104890],,
rm_lake_under_8[104889],rm_lake_under_8[104890],,
rm_lake_under_8[104889],rm_lake_under_8[104891],Charge_Jump | Jump{1} | Heavy_Ammo,>T
rm_lake_under_8[104890],rm_lake_under_8[104889],,
rm_lake_under_8[104890],rm_lake_under_8[104891],Charge_Jump | Jump{1} | Heavy_Ammo,>T
rm_lake_under_8[104889],rm_lake_under_8_alt[109536],,
rm_lake_under_8[104890],rm_lake_under_9[104912],,
rm_lake_under_9[104912],rm_lake_under_9[104913],,
rm_lake_under_9[104912],rm_lake_under_9[104948],,
rm_lake_under_9[104913],rm_lake_under_9[104912],,
rm_lake_under_9[104913],rm_lake_under_9[104948],,
rm_lake_under_9[104948],rm_lake_under_9[104912],,
rm_lake_under_9[104948],rm_lake_under_9[104913],,
rm_lake_under_9[104948],rm_lake_hidden_1[107912],,
rm_lake_hidden_1[107912],Lake Fae Silver (Left),,
rm_lake_under_9[104913],rm_lake_under_10[106922],,
rm_lake_under_10[106922],rm_lake_under_10[106921],,
rm_lake_under_10[106921],rm_lake_under_10[106922],,
rm_lake_under_10[106921],rm_lake_under_11[106932],,106932:B  106933:T  106937:L
rm_lake_under_11[106932],rm_lake_under_11[106933],Charge_Jump | Jump{1},B>T
rm_lake_under_11[106932],rm_lake_under_11[106937],Charge_Jump | Jump{1},B>L
rm_lake_under_11[106933],rm_lake_under_11[106932],,
rm_lake_under_11[106933],rm_lake_under_11[106937],,
rm_lake_under_11[106937],rm_lake_under_11[106932],,
rm_lake_under_11[106937],rm_lake_under_11[106933],Jump{1} | Charge_Jump | Heavy_Ammo,L>T
rm_lake_under_11[106933],rm_lake_under_12[106990],,
rm_lake_under_12[106990],rm_lake_under_12[106991],,
rm_lake_under_12[106991],rm_lake_under_12[106990],,
rm_lake_under_12[106991],rm_lake_core_old[109566],,
rm_lake_core_old[109566],rm_lake_core_old[109567],,
rm_lake_core_old[109566],rm_lake_core_old[109585],e_rm_lake_core_old_target,
rm_lake_core_old[109566],rm_lake_core_old[109586],e_rm_lake_core_old_target,
rm_lake_core_old[109566],rm_lake_core_old[109592],e_rm_lake_core_old_target,
rm_lake_core_old[109567],rm_lake_core_old[109566],,
rm_lake_core_old[109567],rm_lake_core_old[109585],e_rm_lake_core_old_target,
rm_lake_core_old[109567],rm_lake_core_old[109586],e_rm_lake_core_old_target,
rm_lake_core_old[109567],rm_lake_core_old[109592],e_rm_lake_core_old_target,
rm_lake_core_old[109585],e_rm_lake_core_old_target,,
rm_lake_core_old[109585],rm_lake_core_old[109566],e_rm_lake_core_old_target,
rm_lake_core_old[109585],rm_lake_core_old[109567],e_rm_lake_core_old_target,
rm_lake_core_old[109585],rm_lake_core_old[109586],,
rm_lake_core_old[109585],rm_lake_core_old[109592],,
rm_lake_core_old[109586],e_rm_lake_core_old_target,,
rm_lake_core_old[109586],rm_lake_core_old[109566],e_rm_lake_core_old_target,
rm_lake_core_old[109586],rm_lake_core_old[109567],e_rm_lake_core_old_target,
rm_lake_core_old[109586],rm_lake_core_old[109585],,
rm_lake_core_old[109586],rm_lake_core_old[109592],,
rm_lake_core_old[109592],e_rm_lake_core_old_target,,
rm_lake_core_old[109592],rm_lake_core_old[109566],e_rm_lake_core_old_target,
rm_lake_core_old[109592],rm_lake_core_old[109567],e_rm_lake_core_old_target,
rm_lake_core_old[109592],rm_lake_core_old[109585],,
rm_lake_core_old[109592],rm_lake_core_old[109586],,
rm_lake_core_old[109567],rm_lake_under_14[107001],,
rm_lake_core_old[109585],rm_lake_4[107259],,
rm_lake_core_old[109586],rm_lake_under_24[107249],,
rm_lake_core_old[109592],rm_lake_hidden_4[107923],,
rm_lake_hidden_4[107923],Lake TP UP,Jump{2} | (Jump{1} + Heavy_Ammo),
rm_lake_under_14[107001],rm_lake_under_14[107002],,
rm_lake_under_14[107002],rm_lake_under_14[107001],Jump{2} | (Jump{1} + Heavy_Ammo),
rm_lake_under_14[107002],rm_lake_under_15[107019],,
rm_lake_under_15[107019],rm_lake_under_15[107020],,
rm_lake_under_15[107020],rm_lake_under_15[107019],,
rm_lake_under_15[107020],rm_lake_under_16[107038],,
rm_lake_under_16[107038],rm_lake_under_16[107039],,
rm_lake_under_16[107039],rm_lake_under_16[107038],,
rm_lake_under_16[107039],rm_lake_under_17[107104],,
rm_lake_under_17[107104],rm_lake_under_17[107105],precise_movement | Jump{1} | Heavy_Ammo,
rm_lake_under_17[107105],rm_lake_under_17[107104],Jump{1} | Flying,
rm_lake_under_17[107105],rm_lake_under_18[107123],,
rm_lake_under_18[107123],rm_lake_under_18[107124],Jump{1} | Flying,
rm_lake_under_18[107124],rm_lake_under_18[107123],Jump{1} | Heavy_Ammo,
rm_lake_under_18[107124],rm_lake_under_19[107136],,
rm_lake_under_19[107136],rm_lake_under_19[107137],,
rm_lake_under_19[107137],rm_lake_under_19[107136],,
rm_lake_under_19[107137],rm_lake_under_20[107190],,
rm_lake_under_20[107190],rm_lake_under_20[107189],,
rm_lake_under_20[107189],rm_lake_under_20[107190],,
rm_lake_under_20[107189],rm_lake_under_21[107198],,
rm_lake_under_21[107198],rm_lake_under_21[107197],(Charge_Jump + precise_movement) | Jump{1} | Heavy_Ammo,
rm_lake_under_21[107197],rm_lake_under_21[107198],,
rm_lake_under_21[107197],rm_lake_under_22[107219],,
rm_lake_under_22[107219],rm_lake_under_22[107218],Jump{2} | (Heavy_Ammo + Jump{1}),
rm_lake_under_22[107218],rm_lake_under_22[107219],Jump{2} | (Heavy_Ammo + Jump{1}),
rm_lake_under_22[107218],rm_lake_under_23[107237],,
rm_lake_under_23[107237],rm_lake_under_23[107236],Charge_Jump | Heavy_Ammo | Jump{1},
rm_lake_under_23[107237],rm_lake_under_23[107241],Charge_Jump | Heavy_Ammo | Jump{1},
rm_lake_under_23[107236],rm_lake_under_23[107237],,
rm_lake_under_23[107236],rm_lake_under_23[107241],,
rm_lake_under_23[107241],rm_lake_under_23[107237],,
rm_lake_under_23[107241],rm_lake_under_23[107236],,
rm_lake_under_23[107241],rm_lake_under_29[107419],,
rm_lake_under_23[107236],rm_lake_under_24[107250],,
rm_lake_under_24[107250],rm_lake_under_24[107249],,
rm_lake_under_24[107250],Lake Fae of Glass,,
rm_lake_under_24[107250],Lake Magnetic Bullets,,
rm_lake_under_24[107250],Lake Dandelion Bomb,,
rm_lake_under_24[107249],rm_lake_under_24[107250],,
rm_lake_under_24[107249],Lake Fae of Glass,,
rm_lake_under_24[107249],Lake Magnetic Bullets,,
rm_lake_under_24[107249],Lake Dandelion Bomb,,
rm_lake_4[107259],rm_lake_4[107260],,
rm_lake_4[107260],rm_lake_4[107259],Jump{1},
rm_lake_4[107260],rm_lake_5[107270],,
rm_lake_5[107270],rm_lake_5[107269],,
rm_lake_5[107269],rm_lake_5[107270],Jump{1},
rm_lake_5[107269],rm_lake_6[107281],,
rm_lake_6[107281],rm_lake_6[107280],,
rm_lake_6[107280],rm_lake_6[107281],,
rm_lake_6[107280],rm_lake_7[107287],,
rm_lake_7[107287],rm_lake_7[107289],,
rm_lake_7[107289],rm_lake_7[107287],,
rm_lake_7[107289],rm_lake_under_25[107300],,
rm_lake_under_25[107300],rm_lake_under_25[107301],,
rm_lake_under_25[107300],rm_lake_under_25[107302],,
rm_lake_under_25[107301],rm_lake_under_25[107302],,
rm_lake_under_25[107301],rm_lake_under_25[107300],(Charge_Jump + Jump{1}) | Jump{2} | (Jump{1} + Heavy_Ammo),>T
rm_lake_under_25[107302],rm_lake_under_25[107301],,
rm_lake_under_25[107302],rm_lake_under_25[107300],(Charge_Jump + Jump{1}) | Jump{2} | (Jump{1} + Heavy_Ammo),>T
rm_lake_under_25[107302],rm_lake_under_26[107396],,
rm_lake_under_25[107301],rm_lake_extra_0[107305],,
rm_lake_extra_0[107305],rm_lake_extra_0[107304],Jump{2} | (Jump{1} + Charge_Jump) | (Jump{1} + Heavy_Ammo) | (Charge_Jump + Heavy_Ammo),
rm_lake_extra_0[107304],rm_lake_extra_0[107305],,
rm_lake_extra_0[107304],rm_lake_extra_1[107312],,
rm_lake_extra_1[107312],rm_lake_extra_1[107311],,
rm_lake_extra_1[107312],rm_lake_extra_1[107310],Jump{2} | (Charge_Jump + Jump{1}) | (Heavy_Ammo + Jump{1}),>T
rm_lake_extra_1[107310],rm_lake_extra_1[107312],,
rm_lake_extra_1[107310],rm_lake_extra_1[107311],,
rm_lake_extra_1[107311],rm_lake_extra_1[107312],,
rm_lake_extra_1[107311],rm_lake_extra_1[107310],Jump{2} | (Charge_Jump + Jump{1}) | (Heavy_Ammo + Jump{1}),>T
rm_lake_extra_1[107311],rm_lake_extra_1_alt[107318],,
rm_lake_extra_1[107310],rm_lake_extra_2[107338],,
rm_lake_extra_2[107338],rm_lake_extra_2[107337],Jump{3} | (Heavy_Ammo + Jump{1}) | (Charge_Jump + Jump{2}),
rm_lake_extra_2[107337],rm_lake_extra_2[107338],,
rm_lake_extra_2[107337],rm_lake_extra_3[107332],,
rm_lake_extra_3[107332],rm_lake_extra_3[107333],Jump{2} | (Charge_Jump + Jump{1}) | (Heavy_Ammo + Jump{1}) | (Charge_Jump + Heavy_Ammo),
rm_lake_extra_3[107333],rm_lake_extra_3[107332],,
rm_lake_extra_3[107333],rm_lake_extra_4[107347],,
rm_lake_extra_4[107347],rm_lake_extra_4[107348],Jump{2} | (Charge_Jump + Jump{1}) | (Heavy_Ammo + Jump{1}) | (Charge_Jump + Heavy_Ammo),
rm_lake_extra_4[107348],rm_lake_extra_4[107347],,
rm_lake_extra_4[107348],rm_lake_extra_5[107359],,
rm_lake_extra_5[107359],rm_lake_extra_5[107358],Jump{2} | (Heavy_Ammo + Jump{1}),
rm_lake_extra_5[107358],rm_lake_extra_5[107359],,
rm_lake_extra_5[107358],rm_lake_extra_6[107360],,
rm_lake_extra_6[107360],Lake Fae of Hate,e_nell_1,
rm_lake_extra_6[107360],e_nell_2,e_nell_1,
rm_lake_under_26[107396],rm_lake_under_26[107395],,
rm_lake_under_26[107395],rm_lake_under_26[107396],,
rm_lake_under_26[107395],rm_lake_under_27[107376],,107376:R  107375:LB  107387:LT
rm_lake_under_27[107376],rm_lake_under_27[107375],,
rm_lake_under_27[107376],rm_lake_under_27[107387],Jump{1},R>LT
rm_lake_under_27[107387],rm_lake_under_27[107375],,
rm_lake_under_27[107387],rm_lake_under_27[107376],Charge_Jump | Jump{1},LT>R
rm_lake_under_27[107375],rm_lake_under_27[107387],Jump{1},LB>LT
rm_lake_under_27[107375],rm_lake_under_27[107376],Charge_Jump | Jump{1},LB>R
rm_lake_under_27[107387],rm_lake_hidden_3[107921],,
rm_lake_hidden_3[107921],Lake MP UP,Jump{1} | Heavy_Ammo,
rm_lake_under_27[107375],rm_lake_under_28[107405],,
rm_lake_under_28[107405],rm_lake_under_28[107404],,
rm_lake_under_28[107404],rm_lake_under_28[107405],,
rm_lake_under_28[107404],rm_lake_under_29[107420],,
rm_lake_under_29[107420],e_rm_lake_under_29_target,,
rm_lake_under_29[107420],rm_lake_under_29[107419],e_rm_lake_under_29_target,
rm_lake_under_29[107420],rm_lake_under_29[107440],,
rm_lake_under_29[107420],rm_lake_under_29[107421],,
rm_lake_under_29[107419],rm_lake_under_29[107420],e_rm_lake_under_29_target,
rm_lake_under_29[107419],rm_lake_under_29[107440],e_rm_lake_under_29_target,
rm_lake_under_29[107419],rm_lake_under_29[107421],e_rm_lake_under_29_target,
rm_lake_under_29[107421],e_rm_lake_under_29_target,Charge_Jump | Jump{1},B>
rm_lake_under_29[107421],rm_lake_under_29[107419],e_rm_lake_under_29_target + (Charge_Jump | Jump{1}),B>
rm_lake_under_29[107421],rm_lake_under_29[107420],Charge_Jump | Jump{1},B>
rm_lake_under_29[107421],rm_lake_under_29[107440],Charge_Jump | Jump{1},B>
rm_lake_under_29[107440],e_rm_lake_under_29_target,,
rm_lake_under_29[107440],rm_lake_under_29[107421],,
rm_lake_under_29[107440],rm_lake_under_29[107420],,
rm_lake_under_29[107440],rm_lake_under_29[107419],e_rm_lake_under_29_target,
rm_lake_under_29[107440],rm_lake_hidden_5[107942],,
rm_lake_under_29[107421],rm_lake_boss[107444],,
rm_lake_hidden_5[107942],Lake Fae Silver (Right),,
rm_lake_boss[107444],rm_lake_boss[107443],e_boss_void_worm,
rm_lake_boss[107444],Lake Titania Piece,e_boss_void_worm,
rm_lake_boss[107444],e_boss_void_worm,,
rm_lake_boss[107443],rm_lake_boss[107444],e_boss_void_worm,
rm_lake_boss[107443],Lake Titania Piece,e_boss_void_worm,
rm_lake_boss[107443],e_boss_void_worm,,
rm_lake_boss[107443],rm_lake_boss_after_0[107470],,
rm_lake_boss_after_0[107470],rm_lake_boss_after_0[107477],,
rm_lake_boss_after_0[107470],rm_lake_boss_after_0[107471],e_rm_lake_boss_after_0_target,
rm_lake_boss_after_0[107477],rm_lake_boss_after_0[107470],,
rm_lake_boss_after_0[107477],rm_lake_boss_after_0[107471],e_rm_lake_boss_after_0_target,
rm_lake_boss_after_0[107471],e_rm_lake_boss_after_0_target,,
rm_lake_boss_after_0[107471],rm_lake_boss_after_0[107470],e_rm_lake_boss_after_0_target,
rm_lake_boss_after_0[107471],rm_lake_boss_after_0[107477],e_rm_lake_boss_after_0_target,
rm_lake_boss_after_0[107471],rm_lake_boss_after_4[108722],,
rm_lake_boss_after_0[107477],rm_lake_boss_after_1[107504],,
rm_lake_boss_after_1[107504],rm_lake_boss_after_1[107503],,
rm_lake_boss_after_1[107503],rm_lake_boss_after_1[107504],,
rm_lake_boss_after_1[107503],rm_lake_boss_after_2[108712],,
rm_lake_boss_after_2[108712],rm_lake_boss_after_2[108711],,
rm_lake_boss_after_2[108711],rm_lake_boss_after_2[108712],,
rm_lake_boss_after_2[108711],rm_lake_boss_after_3[108718],,
rm_lake_boss_after_3[108718],rm_lake_boss_after_3[108717],,
